0.000000000000000000e+00,5.461967000000000211e-02,2.621399999999999864e+02,4.676968000000000097e-03,1.574660000000000079e-03,1.982250000000000123e-01,2.000000000000000042e-08,5.000000000000000000e-01,6.320000000000000097e-03,7.000000000000000146e-03,4.212599999999999909e+02,1.244399999999999977e+02,1.989000000000000057e+02,0.000000000000000000e+00
9.448424339977968694e-10,5.461967037811378545e-02,2.621399999999998158e+02,4.676968000104054883e-03,1.574674294965165873e-03,1.982249870317804030e-01,3.296790744760685954e-08,4.999999935160464037e-01,6.320000000000000097e-03,7.000002136971330939e-03,4.212599999999999909e+02,1.244399999990551464e+02,1.988999999996183021e+02,3.789352594741360098e-12
2.834526050794668397e-09,5.461967113434065824e-02,2.621399999999995885e+02,4.676968000312163587e-03,1.574702884877047376e-03,1.982249610953577268e-01,5.890370581732557397e-08,4.999999805481472048e-01,6.320000000000000097e-03,7.000006410912112953e-03,4.212599999999999909e+02,1.244399999971654722e+02,1.988999999988549234e+02,1.136805816574534466e-11
4.724208029551859474e-09,5.461967189056666366e-02,2.621399999999993611e+02,4.676968000520271423e-03,1.574731474764785215e-03,1.982249351589566722e-01,8.483948256789647972e-08,4.999999675802588306e-01,6.320000000000000097e-03,7.000010684850457680e-03,4.212599999999999909e+02,1.244399999952757838e+02,1.988999999980915447e+02,1.894676436670749865e-11
5.669048416004699831e-09,5.461967226867935066e-02,2.621399999999993042e+02,4.676968000624325342e-03,1.574745769699772025e-03,1.982249221907640968e-01,9.780736299162991506e-08,4.999999610963186125e-01,6.320000000000000097e-03,7.000012821818740565e-03,4.212599999999999909e+02,1.244399999943309467e+02,1.988999999977098412e+02,2.273611774889486749e-11
6.613888392948555461e-09,5.461967264679181561e-02,2.621399999999991905e+02,4.676968000728379260e-03,1.574760064628723082e-03,1.982249092225769616e-01,1.107752380105888655e-07,4.999999546123811145e-01,6.320000000000000097e-03,7.000014958786413694e-03,4.212599999999999909e+02,1.244399999933861096e+02,1.988999999973281376e+02,2.652547128857154099e-11
8.503567095634339806e-09,5.461967340301607243e-02,2.621399999999989632e+02,4.676968000936486229e-03,1.574788654468174676e-03,1.982248832862191779e-01,1.367109715229700925e-07,4.999999416445143896e-01,6.320000000000000097e-03,7.000019232719879511e-03,4.212599999999999909e+02,1.244399999914964212e+02,1.988999999965647589e+02,3.410417874944802564e-11
1.039324416028868428e-08,5.461967415923946884e-02,2.621399999999987358e+02,4.676968001144594066e-03,1.574817244283483039e-03,1.982248573498830435e-01,1.626466834163133339e-07,4.999999286766584339e-01,6.320000000000000097e-03,7.000023506650906308e-03,4.212599999999999909e+02,1.244399999896067470e+02,1.988999999958013802e+02,4.168288684028057218e-11
1.795193608398276780e-08,5.461967718412434614e-02,2.621399999999978832e+02,4.676968001977022810e-03,1.574931603303970917e-03,1.982247536047541947e-01,2.663893154222809654e-07,4.999998768053424691e-01,6.320000000000000097e-03,7.000040602350728232e-03,4.212599999999999909e+02,1.244399999820480502e+02,1.988999999927478655e+02,7.199772568505079045e-11
2.173127219502730308e-08,5.461967869656154939e-02,2.621399999999974852e+02,4.676968002393237615e-03,1.574988782669013623e-03,1.982247017323198746e-01,3.182605014006377530e-07,4.999998508697494626e-01,6.320000000000000097e-03,7.000049150185954326e-03,4.212599999999999909e+02,1.244399999782687161e+02,1.988999999912210797e+02,8.715514879621204632e-11
2.740026409917331933e-08,5.461968096521081784e-02,2.621399999999968600e+02,4.676968003017558523e-03,1.575074551535848551e-03,1.982246239238303620e-01,3.960671185384672091e-07,4.999998119664408880e-01,6.320000000000000097e-03,7.000061971920552850e-03,4.212599999999999909e+02,1.244399999725997219e+02,1.988999999889309436e+02,1.098912882785338280e-10
3.117958385279651812e-08,5.461968247763931278e-02,2.621399999999964621e+02,4.676968003433771594e-03,1.575131730659805242e-03,1.982245720516120913e-01,4.479380886405633448e-07,4.999997860309558506e-01,6.320000000000000097e-03,7.000070519731441641e-03,4.212599999999999909e+02,1.244399999688204019e+02,1.988999999874042146e+02,1.250487177801453650e-10
4.440715135959709138e-08,5.461968777111157747e-02,2.621399999999949841e+02,4.676968004890516041e-03,1.575331856832644893e-03,1.982243904995300565e-01,6.294858025463367002e-07,4.999996952570989195e-01,6.320000000000000097e-03,7.000100436992652553e-03,4.212599999999999909e+02,1.244399999555928389e+02,1.988999999820605922e+02,1.780997407427002585e-10
6.708279465471729269e-08,5.461969684553610177e-02,2.621399999999924830e+02,4.676968007387783191e-03,1.575674927519759780e-03,1.982240792698554410e-01,9.407079906448794540e-07,4.999995396460048536e-01,6.320000000000000097e-03,7.000151723448156879e-03,4.212599999999999909e+02,1.244399999329172033e+02,1.988999999729002184e+02,2.690444234010674216e-10
8.975820208484048129e-08,5.461970591983512230e-02,2.621399999999899819e+02,4.676968009885038198e-03,1.576017994730424419e-03,1.982237680432959726e-01,1.251927065755600461e-06,4.999993840364672648e-01,6.320000000000000097e-03,7.000203009552474244e-03,4.212599999999999909e+02,1.244399999102417809e+02,1.988999999637399867e+02,3.599891967701828958e-10
1.804574732449655889e-07,5.461974221577622912e-02,2.621399999999799775e+02,4.676968019873942867e-03,1.577390228809925129e-03,1.982225231682087363e-01,2.496772237514295481e-06,4.999987616138814039e-01,6.320000000000000097e-03,7.000408150457980774e-03,4.212599999999999909e+02,1.244399998195424786e+02,1.988999999271002537e+02,7.237691973313772328e-10
2.711529708555045107e-07,5.461977850970948373e-02,2.621399999999699730e+02,4.676968029862658451e-03,1.578762407270560639e-03,1.982212783429604108e-01,3.741567605310061923e-06,4.999981392161974569e-01,6.320000000000000097e-03,7.000613285744770875e-03,4.212599999999999909e+02,1.244399997288469422e+02,1.988999998904625670e+02,1.087550648900726011e-09
3.618446953392198612e-07,5.461981480163512204e-02,2.621399999999600254e+02,4.676968039851185817e-03,1.580134530118680689e-03,1.982200335675453062e-01,4.986313174830875528e-06,4.999975168434127037e-01,6.320000000000000964e-03,7.000818415413498537e-03,4.212599999999999909e+02,1.244399996381551574e+02,1.988999998538268983e+02,1.451333551951108844e-09
4.071891427226109473e-07,5.461983294684513018e-02,2.621399999999550232e+02,4.676968044845379244e-03,1.580820570689002273e-03,1.982194111985243756e-01,5.608667286082076961e-06,4.999972056663570807e-01,6.320000000000000964e-03,7.000920978141140019e-03,4.212599999999999909e+02,1.244399995928106790e+02,1.988999998355098171e+02,1.633225547656626465e-09
4.298610127153700706e-07,5.461984201926194799e-02,2.621399999999525221e+02,4.676968047342458176e-03,1.581163585760963185e-03,1.982191000186853680e-01,5.919839673539327768e-06,4.999970500801633744e-01,6.320000000000000964e-03,7.000972258978298279e-03,4.212599999999999909e+02,1.244399995701387951e+02,1.988999998263514613e+02,1.724171681550485839e-09
4.752040453253927649e-07,5.461986016371919717e-02,2.621399999999475199e+02,4.676968052336581347e-03,1.581849605478820265e-03,1.982184776683499350e-01,6.542175112415325822e-06,4.999967389124439499e-01,6.320000000000000964e-03,7.001074819599321063e-03,4.212599999999999909e+02,1.244399995247957094e+02,1.988999998080351475e+02,1.906064221414742835e-09
